"","school","sex","age","address","famsize","Pstatus","Medu","Fedu","Mjob","Fjob","reason","nursery","internet","guardian","traveltime","studytime","failures","schoolsup","famsup","paid","activities","higher","romantic","famrel","freetime","goout","Dalc","Walc","health","absences","G1","G2","G3","alc_use","high_use","parent_highEDU","parent_home"
"277","GP","F",17,"U","GT3","T",2,4,"at_home","health","reputation","yes","yes","mother",2,2,0,"no","yes","yes","no","yes","yes",4,3,3,1,1,1,4,12,13,13,1,FALSE,FALSE,FALSE
"278","GP","F",17,"U","LE3","T",2,2,"services","other","course","yes","yes","mother",2,2,0,"yes","yes","yes","no","yes","yes",4,4,4,2,3,5,6,12,12,12,2.5,TRUE,FALSE,FALSE
"279","GP","F",18,"R","GT3","A",3,2,"other","services","home","no","yes","mother",2,2,0,"no","no","no","no","no","yes",4,1,1,1,1,5,45,11,9,10,1,FALSE,FALSE,FALSE
"280","GP","M",18,"U","GT3","T",4,4,"teacher","services","home","yes","yes","mother",2,1,0,"no","no","yes","yes","yes","no",3,2,4,1,4,3,14,10,10,10,2.5,TRUE,TRUE,FALSE
"281","GP","M",18,"U","GT3","T",4,4,"teacher","services","home","yes","yes","mother",2,2,0,"no","no","yes","yes","yes","no",4,2,4,2,3,2,11,10,10,11,2.5,TRUE,TRUE,FALSE
"282","GP","F",18,"U","GT3","T",4,4,"health","health","reputation","yes","yes","father",1,2,1,"yes","yes","no","yes","yes","yes",2,4,4,1,1,4,8,12,10,10,1,FALSE,TRUE,FALSE
"283","GP","M",18,"U","LE3","T",4,3,"teacher","services","course","yes","yes","mother",2,1,0,"no","no","yes","yes","yes","no",4,2,3,1,2,1,4,10,10,10,1.5,FALSE,TRUE,FALSE
"284","GP","M",17,"U","LE3","A",4,1,"services","other","home","yes","yes","mother",2,1,0,"no","no","yes","yes","yes","yes",4,5,4,2,4,5,26,10,10,9,3,TRUE,FALSE,FALSE
"285","GP","M",17,"U","LE3","A",3,2,"teacher","services","home","yes","yes","mother",1,1,0,"no","no","no","no","yes","no",4,4,4,3,4,3,18,12,11,12,3.5,TRUE,FALSE,FALSE
"286","GP","F",18,"R","LE3","T",1,1,"at_home","other","reputation","yes","no","mother",2,4,0,"no","yes","yes","yes","yes","no",5,2,2,1,1,3,2,14,14,15,1,FALSE,FALSE,FALSE
"287","GP","F",18,"U","GT3","T",1,1,"other","other","home","yes","yes","mother",2,2,0,"yes","no","no","yes","yes","no",5,4,4,1,1,4,2,10,11,12,1,FALSE,FALSE,FALSE
"288","GP","F",18,"U","GT3","T",1,1,"other","other","home","yes","yes","mother",2,2,0,"yes","no","no","yes","yes","no",4,4,4,1,2,3,2,11,12,12,1.5,FALSE,FALSE,FALSE
"289","GP","F",17,"U","GT3","T",2,2,"other","other","course","no","yes","mother",1,2,0,"no","yes","no","no","yes","no",5,4,5,1,2,5,8,11,10,12,1.5,FALSE,FALSE,FALSE
"290","GP","M",17,"U","GT3","T",1,1,"other","other","reputation","no","yes","father",1,2,0,"no","no","yes","no","yes","no",4,3,3,1,2,4,1,12,11,12,1.5,FALSE,FALSE,FALSE
"291","GP","F",18,"U","GT3","T",2,2,"at_home","at_home","other","yes","yes","mother",1,3,0,"no","yes","yes","no","yes","no",4,3,3,1,2,2,2,18,18,18,1.5,FALSE,FALSE,TRUE
"292","GP","F",17,"U","GT3","T",1,1,"services","teacher","reputation","yes","yes","mother",1,3,0,"no","yes","yes","no","yes","no",4,3,3,1,1,3,3,13,12,13,1,FALSE,FALSE,FALSE
"293","GP","M",18,"U","GT3","T",2,1,"services","services","reputation","yes","yes","mother",1,3,0,"no","no","yes","yes","yes","no",4,2,4,1,3,2,3,14,14,14,2,FALSE,FALSE,FALSE
"294","GP","M",18,"U","LE3","A",4,4,"teacher","teacher","reputation","yes","yes","mother",1,2,0,"no","yes","yes","yes","yes","no",5,4,3,1,1,2,4,16,15,16,1,FALSE,TRUE,FALSE
"295","GP","M",18,"U","GT3","T",4,2,"teacher","other","home","yes","yes","mother",1,2,0,"no","yes","yes","yes","yes","yes",4,3,2,1,4,5,6,14,14,14,2.5,TRUE,FALSE,FALSE
"296","GP","F",17,"U","GT3","T",4,3,"health","services","reputation","yes","yes","mother",1,3,0,"no","yes","yes","no","yes","no",4,2,2,1,2,3,0,16,16,16,1.5,FALSE,TRUE,FALSE
"297","GP","F",17,"R","LE3","T",3,1,"services","other","reputation","yes","no","mother",2,4,0,"no","yes","yes","no","yes","no",3,1,2,1,1,3,3,18,18,18,1,FALSE,FALSE,FALSE
"298","GP","M",18,"R","LE3","T",3,2,"services","other","reputation","yes","yes","mother",2,3,0,"no","yes","yes","yes","yes","no",5,4,2,1,1,4,4,14,14,14,1,FALSE,FALSE,FALSE
"299","GP","M",17,"U","GT3","T",3,3,"health","other","home","yes","yes","mother",1,1,0,"no","yes","yes","no","yes","no",4,4,3,1,3,5,2,14,14,13,2,FALSE,TRUE,FALSE
"300","GP","F",19,"U","GT3","T",4,4,"health","other","reputation","yes","yes","other",2,2,0,"no","yes","yes","yes","yes","no",2,3,4,2,3,2,1,12,11,6,2.5,TRUE,TRUE,FALSE
"301","GP","F",18,"U","LE3","T",4,3,"other","other","home","yes","yes","other",2,2,0,"no","yes","yes","no","yes","yes",4,4,5,1,2,2,5,12,11,11,1.5,FALSE,TRUE,FALSE
"302","GP","F",18,"U","GT3","T",4,3,"other","other","reputation","yes","yes","father",1,4,0,"no","yes","yes","no","yes","no",4,3,3,1,1,3,0,15,15,16,1,FALSE,TRUE,FALSE
"303","GP","M",18,"U","LE3","T",4,4,"teacher","teacher","home","yes","yes","mother",1,1,0,"no","yes","yes","no","yes","yes",1,4,2,2,2,1,2,17,16,16,2,FALSE,TRUE,FALSE
"304","GP","F",18,"U","LE3","A",4,4,"health","other","home","yes","yes","mother",1,2,0,"no","yes","no","no","yes","yes",4,2,4,1,1,4,7,13,12,13,1,FALSE,TRUE,FALSE
"305","GP","M",17,"U","LE3","T",4,4,"other","teacher","home","yes","yes","father",2,1,0,"no","no","yes","no","yes","no",4,1,1,2,2,5,0,12,12,12,2,FALSE,TRUE,FALSE
"306","GP","F",17,"U","GT3","T",4,2,"other","other","reputation","yes","yes","mother",2,3,0,"no","yes","yes","no","yes","no",4,3,3,1,1,3,0,16,14,15,1,FALSE,FALSE,FALSE
"307","GP","F",17,"U","GT3","T",3,2,"health","health","reputation","no","yes","father",1,4,0,"no","yes","yes","yes","yes","no",5,2,2,1,2,5,0,18,18,18,1.5,FALSE,FALSE,FALSE
"308","GP","M",20,"U","GT3","A",3,2,"services","other","course","yes","no","other",1,1,1,"no","no","no","yes","yes","no",5,5,3,1,1,5,0,16,16,16,1,FALSE,FALSE,FALSE
"309","GP","M",19,"R","GT3","T",3,3,"other","services","reputation","yes","no","father",1,2,0,"no","no","no","yes","yes","yes",4,5,3,1,2,5,0,12,11,12,1.5,FALSE,TRUE,FALSE
"310","GP","F",18,"U","GT3","T",2,1,"services","other","course","yes","yes","mother",2,2,0,"no","yes","yes","yes","yes","no",5,3,3,1,2,1,1,10,10,8,1.5,FALSE,FALSE,FALSE
"311","GP","F",18,"U","GT3","T",4,3,"other","other","course","yes","yes","mother",1,3,0,"no","yes","yes","yes","yes","yes",4,3,4,1,1,5,6,12,12,13,1,FALSE,TRUE,FALSE
"312","GP","F",17,"R","GT3","T",3,4,"at_home","services","course","no","yes","father",1,3,0,"no","yes","yes","yes","yes","no",4,3,4,2,5,5,1,13,13,14,3.5,TRUE,TRUE,FALSE
"313","GP","F",18,"U","GT3","T",4,4,"teacher","other","course","yes","yes","mother",1,2,0,"no","yes","yes","no","yes","no",4,4,4,3,3,5,1,12,11,12,3,TRUE,TRUE,FALSE
"314","GP","F",17,"U","GT3","A",4,3,"services","services","course","yes","yes","mother",1,2,0,"no","yes","yes","no","yes","yes",5,2,2,1,2,5,18,14,14,15,1.5,FALSE,TRUE,FALSE
"315","GP","F",17,"U","GT3","T",2,2,"other","other","course","yes","no","mother",1,2,0,"no","yes","no","no","yes","yes",4,2,2,1,1,3,8,12,11,11,1,FALSE,FALSE,FALSE
"316","GP","F",17,"R","LE3","T",2,2,"services","services","course","yes","yes","mother",1,3,0,"no","yes","yes","yes","yes","no",3,3,2,2,2,3,2,11,11,10,2,FALSE,FALSE,FALSE
"317","GP","F",17,"U","GT3","T",3,1,"services","services","course","no","yes","father",1,3,0,"no","yes","no","no","yes","no",3,4,3,2,3,5,0,14,16,16,2.5,TRUE,FALSE,FALSE
"318","GP","F",17,"U","LE3","T",0,2,"at_home","at_home","home","yes","yes","father",2,3,0,"no","no","no","no","yes","no",3,3,3,2,3,2,0,15,14,15,2.5,TRUE,FALSE,TRUE
"319","GP","M",18,"U","GT3","T",4,4,"other","other","course","yes","yes","mother",1,3,0,"no","no","no","yes","yes","no",4,3,3,2,2,3,2,11,13,12,2,FALSE,TRUE,FALSE
"320","GP","M",17,"U","GT3","T",3,3,"other","services","reputation","no","yes","mother",1,1,0,"no","no","no","yes","yes","no",4,3,5,3,5,5,2,16,16,16,4,TRUE,TRUE,FALSE
"321","GP","M",17,"R","GT3","T",2,2,"services","other","course","yes","yes","mother",4,1,0,"no","yes","no","no","yes","no",4,4,5,5,5,4,5,11,10,10,5,TRUE,FALSE,FALSE
"322","GP","F",17,"U","GT3","T",4,4,"teacher","services","course","yes","yes","mother",1,2,0,"no","yes","yes","yes","yes","no",5,4,2,1,4,4,4,10,10,10,2.5,TRUE,TRUE,FALSE
"323","GP","F",17,"U","GT3","T",4,4,"teacher","services","course","yes","yes","mother",1,3,0,"no","yes","yes","yes","yes","no",5,4,4,1,3,4,4,12,10,11,2,FALSE,TRUE,FALSE
"324","GP","F",17,"U","GT3","T",4,4,"teacher","teacher","course","no","yes","mother",2,3,0,"no","yes","yes","no","yes","yes",4,3,3,1,2,4,4,14,14,14,1.5,FALSE,TRUE,FALSE
"325","GP","M",18,"U","LE3","T",2,2,"other","other","course","yes","yes","mother",1,4,0,"no","yes","no","yes","yes","no",4,5,5,2,4,5,1,10,10,10,3,TRUE,FALSE,FALSE
"326","GP","F",17,"R","GT3","T",2,4,"at_home","other","course","yes","yes","father",1,3,0,"no","yes","no","no","yes","yes",4,4,3,1,1,5,4,14,14,14,1,FALSE,FALSE,FALSE
"327","GP","F",18,"U","GT3","T",3,3,"services","services","home","yes","yes","mother",1,2,0,"no","no","no","yes","yes","no",5,3,4,1,1,4,4,8,6,6,1,FALSE,TRUE,FALSE
"328","GP","F",18,"U","LE3","T",2,2,"other","other","home","no","yes","other",1,2,0,"no","no","no","yes","yes","yes",4,3,3,1,1,2,0,9,8,6,1,FALSE,FALSE,FALSE
"329","GP","F",18,"R","GT3","T",2,2,"at_home","other","course","yes","no","mother",2,4,0,"no","no","no","yes","yes","no",4,4,4,1,1,4,3,12,11,7,1,FALSE,FALSE,FALSE
"330","GP","F",17,"U","GT3","T",3,4,"services","other","course","yes","yes","mother",1,3,0,"no","no","no","no","yes","no",4,4,5,1,3,5,12,14,14,14,2,FALSE,TRUE,FALSE
"331","GP","F",17,"U","GT3","T",3,2,"other","other","home","yes","yes","mother",1,2,0,"no","yes","yes","no","yes","yes",4,3,2,2,3,2,0,10,10,8,2.5,TRUE,FALSE,FALSE
"332","GP","F",18,"U","LE3","T",3,3,"services","services","home","yes","yes","mother",1,4,0,"no","yes","no","no","yes","no",5,3,3,1,1,1,6,15,14,16,1,FALSE,TRUE,FALSE
"333","GP","F",17,"R","GT3","A",3,2,"other","other","home","yes","yes","mother",1,2,0,"no","yes","yes","no","yes","no",4,3,3,2,3,2,2,12,12,13,2.5,TRUE,FALSE,FALSE
"334","GP","M",18,"U","GT3","T",4,4,"teacher","services","home","yes","yes","father",2,2,0,"no","yes","no","yes","yes","no",4,2,4,2,3,2,3,10,11,6,2.5,TRUE,TRUE,FALSE
"335","GP","M",18,"U","GT3","T",4,4,"teacher","services","home","yes","yes","father",1,2,0,"no","yes","no","yes","yes","no",4,3,3,2,2,2,0,11,11,6,2,FALSE,TRUE,FALSE
"336","GP","M",18,"U","LE3","T",3,4,"services","other","home","yes","yes","mother",1,2,0,"no","no","no","yes","yes","yes",4,3,3,1,3,5,8,16,16,16,2,FALSE,TRUE,FALSE
"337","GP","F",17,"U","GT3","A",2,2,"at_home","at_home","home","yes","yes","father",1,2,0,"no","yes","no","no","yes","yes",3,3,1,1,2,4,9,10,10,7,1.5,FALSE,FALSE,TRUE
"338","GP","F",18,"U","GT3","T",2,3,"at_home","other","course","yes","yes","mother",1,3,0,"no","yes","no","no","yes","no",4,3,3,1,2,3,2,11,11,12,1.5,FALSE,FALSE,FALSE
"339","GP","F",18,"U","GT3","T",3,2,"other","services","other","yes","yes","mother",1,3,0,"no","no","no","no","yes","yes",5,4,3,2,3,1,6,14,14,16,2.5,TRUE,FALSE,FALSE
"340","GP","M",18,"R","GT3","T",4,3,"teacher","services","course","yes","yes","mother",1,3,0,"no","no","no","no","yes","yes",5,3,2,1,2,4,6,16,14,16,1.5,FALSE,TRUE,FALSE
"341","GP","M",18,"U","GT3","T",4,3,"teacher","other","course","yes","yes","mother",1,3,0,"no","yes","yes","no","yes","yes",5,4,5,2,3,5,0,12,12,12,2.5,TRUE,TRUE,FALSE
"342","GP","F",17,"U","GT3","T",4,3,"health","other","reputation","yes","yes","mother",1,3,0,"no","yes","yes","yes","yes","yes",4,4,3,1,3,4,0,12,14,14,2,FALSE,TRUE,FALSE
"343","MS","M",18,"R","GT3","T",3,2,"other","other","course","no","yes","mother",2,1,0,"no","yes","no","no","yes","no",2,5,5,5,5,5,9,10,12,12,5,TRUE,FALSE,FALSE
"344","MS","M",19,"R","GT3","T",1,1,"other","services","home","yes","yes","other",3,2,2,"no","no","no","no","yes","no",5,4,4,3,3,2,8,9,8,10,3,TRUE,FALSE,FALSE
"345","MS","M",17,"U","GT3","T",3,3,"health","other","course","yes","yes","mother",2,2,0,"no","yes","yes","no","yes","no",4,5,4,2,3,3,3,10,11,12,2.5,TRUE,TRUE,FALSE
"346","MS","M",18,"U","LE3","T",1,3,"at_home","services","course","yes","yes","mother",1,1,0,"no","no","no","no","no","yes",4,3,3,2,3,3,4,8,8,8,2.5,TRUE,FALSE,FALSE
"347","MS","M",19,"R","GT3","T",1,1,"other","other","home","yes","yes","other",3,1,1,"no","yes","no","no","yes","no",4,4,4,3,3,5,4,8,8,9,3,TRUE,FALSE,FALSE
"348","MS","M",17,"R","GT3","T",4,3,"services","other","home","no","yes","mother",2,2,0,"no","yes","yes","yes","yes","yes",4,5,5,1,3,2,4,12,11,11,2,FALSE,TRUE,FALSE
"349","MS","F",18,"U","GT3","T",3,3,"services","services","course","yes","no","father",1,2,0,"no","yes","no","no","yes","yes",5,3,4,1,1,5,0,10,10,10,1,FALSE,TRUE,FALSE
"350","MS","F",17,"R","GT3","T",4,4,"teacher","services","other","yes","yes","father",2,2,0,"no","yes","yes","yes","yes","no",4,3,3,1,2,5,3,12,12,12,1.5,FALSE,TRUE,FALSE
"351","MS","F",17,"U","LE3","A",3,2,"services","other","reputation","yes","no","mother",2,2,0,"no","no","no","no","yes","yes",1,2,3,1,2,5,1,14,13,13,1.5,FALSE,FALSE,FALSE
"352","MS","M",18,"U","LE3","T",1,1,"other","services","home","no","yes","father",2,1,0,"no","no","no","no","yes","yes",3,3,2,1,2,3,3,12,12,12,1.5,FALSE,FALSE,FALSE
"353","MS","F",18,"U","LE3","T",1,1,"at_home","services","course","yes","yes","father",2,3,0,"no","no","no","no","yes","no",5,3,2,1,1,4,0,18,16,17,1,FALSE,FALSE,FALSE
"354","MS","F",18,"U","GT3","T",3,3,"services","services","other","yes","yes","mother",2,2,0,"no","yes","no","no","yes","yes",4,3,2,1,3,3,3,12,12,12,2,FALSE,TRUE,FALSE
"355","MS","F",17,"U","LE3","T",4,4,"at_home","at_home","course","yes","yes","mother",1,2,0,"no","yes","yes","yes","yes","yes",2,3,4,1,1,1,2,16,14,15,1,FALSE,TRUE,TRUE
"356","MS","F",17,"R","GT3","T",1,2,"other","services","course","no","no","father",2,2,0,"no","no","no","no","yes","no",3,2,2,1,2,3,0,12,12,12,1.5,FALSE,FALSE,FALSE
"357","MS","M",18,"R","GT3","T",1,3,"at_home","other","course","yes","no","mother",2,2,0,"no","yes","yes","no","yes","no",3,3,4,2,4,3,2,9,10,10,3,TRUE,FALSE,FALSE
"358","MS","M",18,"U","LE3","T",4,4,"teacher","services","other","yes","yes","mother",2,3,0,"no","no","yes","no","yes","yes",4,2,2,2,2,5,0,14,14,14,2,FALSE,TRUE,FALSE
"359","MS","F",17,"R","GT3","T",1,1,"other","services","reputation","yes","yes","mother",3,1,1,"no","yes","yes","no","yes","yes",5,2,1,1,2,1,0,8,7,4,1.5,FALSE,FALSE,FALSE
"360","MS","F",18,"U","GT3","T",2,3,"at_home","services","course","yes","yes","father",2,1,0,"no","yes","yes","no","yes","yes",5,2,3,1,2,4,0,10,10,10,1.5,FALSE,FALSE,FALSE
"361","MS","F",18,"R","GT3","T",4,4,"other","teacher","other","no","yes","father",3,2,0,"no","yes","yes","no","yes","yes",3,2,2,4,2,5,5,10,8,6,3,TRUE,TRUE,FALSE
"362","MS","M",18,"R","LE3","T",1,2,"at_home","services","other","yes","yes","father",3,1,0,"no","yes","yes","yes","no","yes",4,3,3,2,3,3,3,12,11,11,2.5,TRUE,FALSE,FALSE
"363","MS","F",17,"U","GT3","T",2,2,"other","at_home","home","yes","no","mother",1,3,0,"no","no","no","yes","yes","yes",3,4,3,1,1,3,8,12,11,12,1,FALSE,FALSE,FALSE
"364","MS","F",17,"R","GT3","T",1,2,"other","other","course","yes","yes","mother",1,1,0,"no","no","no","yes","yes","no",3,5,5,1,3,1,9,6,6,7,2,FALSE,FALSE,FALSE
"365","MS","F",18,"R","LE3","T",4,4,"other","other","reputation","yes","yes","mother",2,3,0,"no","no","no","no","yes","no",5,4,4,1,1,1,0,17,18,18,1,FALSE,TRUE,FALSE
"366","MS","F",18,"R","GT3","T",1,1,"other","other","home","yes","yes","mother",4,3,0,"no","no","no","no","yes","no",4,3,2,1,2,4,3,9,10,11,1.5,FALSE,FALSE,FALSE
"367","MS","F",18,"R","LE3","T",4,4,"teacher","services","course","yes","yes","mother",1,2,0,"no","no","yes","yes","yes","no",5,4,3,3,4,2,2,10,12,12,3.5,TRUE,TRUE,FALSE
"368","MS","F",18,"U","GT3","T",3,3,"other","other","home","yes","yes","mother",1,2,0,"no","no","yes","no","yes","yes",4,1,3,1,2,1,0,16,16,16,1.5,FALSE,TRUE,FALSE
"369","MS","F",17,"R","GT3","T",3,1,"at_home","other","reputation","no","yes","mother",1,2,0,"no","yes","yes","yes","yes","no",4,5,4,2,3,1,14,9,10,10,2.5,TRUE,FALSE,FALSE
"370","MS","M",18,"U","GT3","T",4,4,"teacher","teacher","home","no","yes","father",1,2,0,"no","no","yes","yes","yes","no",3,2,4,1,4,2,4,16,16,16,2.5,TRUE,TRUE,FALSE
"371","MS","M",18,"R","GT3","T",2,1,"other","other","other","no","yes","mother",2,1,0,"no","no","no","yes","yes","yes",4,4,3,1,3,5,2,7,6,4,2,FALSE,FALSE,FALSE
"372","MS","M",17,"U","GT3","T",2,3,"other","services","home","yes","yes","father",2,2,0,"no","no","no","yes","yes","no",4,4,3,1,1,3,3,12,13,13,1,FALSE,FALSE,FALSE
"373","MS","M",19,"R","GT3","T",1,1,"other","services","other","yes","no","mother",2,1,1,"no","no","no","no","yes","no",4,3,2,1,3,5,0,6,6,0,2,FALSE,FALSE,FALSE
"374","MS","M",18,"R","GT3","T",4,2,"other","other","home","yes","no","father",2,1,1,"no","no","yes","no","yes","no",5,4,3,4,3,3,7,6,6,2,3.5,TRUE,FALSE,FALSE
"375","MS","F",18,"R","GT3","T",2,2,"at_home","other","other","yes","no","mother",2,3,0,"no","no","yes","no","yes","no",5,3,3,1,3,4,1,12,13,12,2,FALSE,FALSE,FALSE
"376","MS","F",18,"R","GT3","T",4,4,"teacher","at_home","reputation","yes","yes","mother",3,1,0,"no","yes","yes","yes","yes","yes",4,4,3,2,2,5,6,6,7,8,2,FALSE,TRUE,FALSE
"377","MS","F",19,"R","GT3","T",2,3,"services","other","course","no","yes","mother",1,3,1,"no","no","no","yes","yes","no",5,4,2,1,2,5,2,8,8,5,1.5,FALSE,FALSE,FALSE
"378","MS","F",18,"U","LE3","T",3,1,"teacher","services","course","yes","yes","mother",1,2,0,"no","yes","yes","no","yes","no",4,3,4,1,1,1,2,11,12,12,1,FALSE,FALSE,FALSE
"379","MS","F",18,"U","GT3","T",1,1,"other","other","course","yes","no","mother",2,2,2,"no","no","no","yes","yes","no",2,2,2,2,2,5,2,6,6,4,2,FALSE,FALSE,FALSE
"380","MS","F",18,"U","GT3","T",1,1,"other","other","course","yes","no","mother",2,2,0,"no","no","no","yes","yes","no",1,1,1,1,1,5,3,8,8,4,1,FALSE,FALSE,FALSE
"381","MS","M",17,"U","LE3","T",3,1,"services","services","course","no","yes","mother",2,1,0,"no","no","no","no","yes","no",2,4,5,3,4,2,4,12,13,13,3.5,TRUE,FALSE,FALSE
"382","MS","M",18,"R","LE3","T",3,2,"services","other","course","no","yes","mother",3,1,0,"no","no","no","no","yes","no",4,4,1,3,4,5,2,10,12,10,3.5,TRUE,FALSE,FALSE
